geneID_human	geneID_mouse	humanMouseConnection	diseaseName	DO_ID	OMIM_ID	mouseStrain	mouseMGI_ID	mouseMP_ID	MPnames
14679	PARD6A	Pard6a	n				Pard6a<tm1.1(KOMP)Vlcg>,Pard6a<tm1(KOMP)Vlcg>	MGI:1927223	MP:0005387 MP:0005390 MP:0005397 MP:0005378 MP:0005375	adipose tissue phenotype,growth/size/body region phenotype,immune system phenotype,skeleton phenotype,hematopoietic system phenotype
14680	PARD6B	Pard6b	n					MGI:2135605		
14681	PARD6G	Pard6g	n					MGI:2135606		
14682	PARG	Parg	n				Parg<tm1a(KOMP)Mbp>,Parg<tm1Tmd>,Parg<tm1Zqw>,Parg<tm2a(KOMP)Mbp>,Parg<tm2b(KOMP)Mbp>	MGI:1347094	MP:0005379 MP:0005376 MP:0005384 MP:0005397 MP:0010768 MP:0005380 MP:0005387	homeostasis/metabolism phenotype,endocrine/exocrine gland phenotype,embryo phenotype,cellular phenotype,immune system phenotype,hematopoietic system phenotype,mortality/aging
14683	PARK7	Park7	y	autosomal recessive early-onset Parkinson's disease 7	DOID:0060370	OMIM:606324	Park7<Gt(XE726)Byg>,Park7<tm1Cai>,Park7<tm1Dsp>,Park7<tm1Shn>,Park7<tm1Tmd>,Park7<tm1Xz>	MGI:2135637	MP:0003631 MP:0005386 MP:0005384 MP:0005376 MP:0005378	nervous system phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,cellular phenotype,behavior/neurological phenotype
14684	PARL	Parl	n				Parl<tm1.1Bdes>,Parl<tm1a(EUCOMM)Hmgu>,Parl<tm1Bdes>	MGI:1277152	MP:0005384 MP:0005369 MP:0005378 MP:0005379 MP:0005388 MP:0005387 MP:0005390 MP:0003631 MP:0010768 MP:0005389 MP:0005397	nervous system phenotype,muscle phenotype,growth/size/body region phenotype,endocrine/exocrine gland phenotype,cellular phenotype,immune system phenotype,respiratory system phenotype,reproductive system phenotype,skeleton phenotype,hematopoietic system phenotype,mortality/aging
14685	PARM1	Parm1	n				Parm1<tm1Lex>	MGI:2443349		
14686	PARN	Parn	n				Parn<em1(IMPC)Wtsi>,Parn<Gt(OST271485)Lex>	MGI:1921358		
14687	PARP1	Parp1	n				Parp1<Gt1789Wcl>,Parp1<Gt(OST103384)Lex>,Parp1<tm1.1(PARP1)Abu>,Parp1<tm1a(EUCOMM)Hmgu>,Parp1<tm1b(EUCOMM)Hmgu>,Parp1<tm1c(EUCOMM)Hmgu>,Parp1<tm1Hsmm>,Parp1<tm1Jmdm>,Parp1<tm1Zqw>,Parp1<tm2.1(PARP1)Abu>,Parp1<tm2Zqw>	MGI:1340806	MP:0005376 MP:0005384 MP:0005378 MP:0010771 MP:0005389 MP:0005377 MP:0003631 MP:0005391 MP:0005387 MP:0005367 MP:0005380 MP:0005386 MP:0005397 MP:0010768	nervous system phenotype,renal/urinary system phenotype,homeostasis/metabolism phenotype,hearing/vestibular/ear phenotype,growth/size/body region phenotype,embryo phenotype,cellular phenotype,behavior/neurological phenotype,immune system phenotype,reproductive system phenotype,vision/eye phenotype,hematopoietic system phenotype,mortality/aging,integument phenotype
14688	PARP10	Parp10	n				Plec/Parp10<tm1.1Gwi>	MGI:3712326	MP:0003631	nervous system phenotype
14689	PARP11	Parp11	n				Parp11<tm1.1(KOMP)Vlcg>,Parp11<tm1(KOMP)Vlcg>	MGI:2141505	MP:0005384 MP:0005389	cellular phenotype,reproductive system phenotype
14690	PARP12	Parp12	n				Parp12<tm1.1(KOMP)Vlcg>,Parp12<tm1(KOMP)Vlcg>	MGI:2143990		
14691	PARP14	Parp14	n				Parp14<Gt(OST415485)Lex>	MGI:1919489	MP:0005387 MP:0005384 MP:0005397	cellular phenotype,immune system phenotype,hematopoietic system phenotype
14692	PARP16	Parp16	n				Parp16<tm1.1(KOMP)Mbp>	MGI:2446133		
14693	PARP2	Parp2	n				Parp2<Gt(OST342333)Lex>,Parp2<tm1Jmdm>	MGI:1341112	MP:0005376 MP:0005384 MP:0010768 MP:0005389 MP:0005380	homeostasis/metabolism phenotype,embryo phenotype,cellular phenotype,reproductive system phenotype,mortality/aging
14694	PARP3	Parp3	n				Parp3<tm1.1Ics>,Parp3<tm1.2Ics>	MGI:1891258	MP:0005376 MP:0010768	homeostasis/metabolism phenotype,mortality/aging
14695	PARP4	Parp4	n				Parp4<Gt(OST346404)Lex>,Parp4<tm1Leah>	MGI:2685589	MP:0002873	normal phenotype
14696	PARP6	Parp6	n					MGI:1914537		
14697	PARP8	Parp8	n				Parp8<tm1.1(KOMP)Wtsi>,Parp8<tm1(KOMP)Wtsi>	MGI:1098713	MP:0005391 MP:0005386	behavior/neurological phenotype,vision/eye phenotype
14698	PARP9	Parp9	n				Parp9<Gt(IST11917E11)Tigm>,Parp9<Gt(IST12462C8)Tigm>	MGI:1933117		
14699	PARPBP	Parpbp	n				Parpbp<tm1.1(KOMP)Vlcg>	MGI:1922567		
14700	PARS2	Pars2	n					MGI:2386296		
14701	PARVA	Parva	n				Parva<tm1Ref>	MGI:1931144	MP:0005376 MP:0005369 MP:0005378 MP:0005380 MP:0005367 MP:0010768 MP:0005385	renal/urinary system phenotype,muscle phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,embryo phenotype,cardiovascular system phenotype,mortality/aging
14702	PARVB	Parvb	n				Parvb<tm1a(EUCOMM)Wtsi>,Parvb<tm1Ref>	MGI:2153063	MP:0005376 MP:0002873 MP:0005397 MP:0005378 MP:0005390 MP:0005387	normal phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,immune system phenotype,skeleton phenotype,hematopoietic system phenotype
14703	PARVG	Parvg	n				Parvg<tm1Ref>	MGI:2158329	MP:0002873	normal phenotype
14704	PASK	Pask	n				Pask<Gt(OST212510)Lex>,Pask<tm1Weng>	MGI:2155936	MP:0003631 MP:0005388 MP:0005370 MP:0005376 MP:0005369 MP:0005379 MP:0005378	nervous system phenotype,muscle phenotype,liver/biliary system phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,endocrine/exocrine gland phenotype,respiratory system phenotype
14705	PATE1	Pate1	n					MGI:4936886		
14706	PATE2	Pate2	n				Pate2<tm1.1(KOMP)Vlcg>,Pate2<tm1(KOMP)Vlcg>	MGI:2685692	MP:0005385	cardiovascular system phenotype
14707	PATE3	Pate3	n					MGI:4936999		
14708	PATE4	Pate4	n				Pate4<tm1.1(KOMP)Mbp>,Pate4<tm1(KOMP)Mbp>	MGI:1930790	MP:0002873 MP:0005386	normal phenotype,behavior/neurological phenotype
14709	PATJ	Patj	n				Patj<em1(IMPC)J>	MGI:1277960		
14710	PATL1	Patl1	n				Patl1<tm1a(EUCOMM)Wtsi>,Patl1<tm1b(EUCOMM)Wtsi>	MGI:2147679	MP:0005386 MP:0010768 MP:0005376	homeostasis/metabolism phenotype,behavior/neurological phenotype,mortality/aging
14711	PATL2	Patl2	n				Patl2<tm1a(EUCOMM)Hmgu>	MGI:1914828		
14712	PATZ1	Patz1	n				Patz1<tm1.1(KOMP)Vlcg>,Patz1<tm1.1Welm>,Patz1<tm1.2Welm>,Patz1<tm1(KOMP)Vlcg>,Patz1<tm1Pchi>	MGI:1891832	MP:0010768 MP:0005389 MP:0005397 MP:0005385 MP:0005380 MP:0005387 MP:0003631 MP:0005378 MP:0005379 MP:0005384	nervous system phenotype,growth/size/body region phenotype,endocrine/exocrine gland phenotype,embryo phenotype,cellular phenotype,cardiovascular system phenotype,immune system phenotype,reproductive system phenotype,hematopoietic system phenotype,mortality/aging
14713	PAUPAR	Paupar	n					MGI:5543919		
14714	PAWR	Pawr	n				Pawr<tm1.1Yshi>,Pawr<tm1a(EUCOMM)Wtsi>,Pawr<tm1b(EUCOMM)Wtsi>,Pawr<tm1Jmos>,Pawr<tm1Lht>,Pawr<tm1Rang>,Pawr<tm1Yshi>	MGI:2149961	MP:0005386 MP:0010768 MP:0002873 MP:0005397 MP:0005384 MP:0005376 MP:0005387	normal phenotype,homeostasis/metabolism phenotype,cellular phenotype,behavior/neurological phenotype,immune system phenotype,hematopoietic system phenotype,mortality/aging
14715	PAX1	Pax1	n				Pax1<m1Btlr>,Pax1<tm1.1Tlu>,Pax1<tm1Neu>,Pax1<tm1(sb-pLHED)Jtak>,Pax1<tm2.1Tlu>,Pax1<tm2Neu>,Pax1<un>,Pax1<un-ex>,Pax1<un-i>,Pax1<un-m>,Pax1<Un-s>	MGI:97485	MP:0005369 MP:0005382 MP:0005384 MP:0010771 MP:0005378 MP:0005385 MP:0005397 MP:0005379 MP:0001186 MP:0003631 MP:0005371 MP:0005387 MP:0005367 MP:0005390 MP:0005380 MP:0005386 MP:0010768 MP:0002873 MP:0005389	pigmentation phenotype,normal phenotype,nervous system phenotype,renal/urinary system phenotype,muscle phenotype,limbs/digits/tail phenotype,growth/size/body region phenotype,endocrine/exocrine gland phenotype,embryo phenotype,craniofacial phenotype,cellular phenotype,cardiovascular system phenotype,behavior/neurological phenotype,immune system phenotype,reproductive system phenotype,skeleton phenotype,hematopoietic system phenotype,mortality/aging,integument phenotype
14716	PAX2	Pax2	y	renal coloboma syndrome	DOID:0090006	OMIM:120330	Pax2<1Neu>,Pax2<em1H>,Pax2<M1Bpb>,Pax2<Opdc>,Pax2<tm1.1Akio>,Pax2<tm1.1Gdr>,Pax2<tm1.2Akio>,Pax2<tm1Cjt>,Pax2<tm1Gdr>,Pax2<tm1Mbu>,Pax2<tm1Pgr>,Pax2<tm2(Pax5)Mbu>	MGI:97486	MP:0005384 MP:0005379 MP:0005367 MP:0003631 MP:0005377 MP:0005391 MP:0005385 MP:0010768 MP:0005389 MP:0001186 MP:0005380	pigmentation phenotype,nervous system phenotype,renal/urinary system phenotype,hearing/vestibular/ear phenotype,endocrine/exocrine gland phenotype,embryo phenotype,cellular phenotype,cardiovascular system phenotype,reproductive system phenotype,vision/eye phenotype,mortality/aging
14717	PAX3	Pax3	n				Pax3<M1Btlr>,Pax3<m1Nisw>,Pax3<m2Btlr>,Pax3<Rwa>,Pax3<Sp>,Pax3<Sp-10J>,Pax3<Sp-1H>,Pax3<Sp-1Wli>,Pax3<Sp-1Xzg>,Pax3<Sp-2H>,Pax3<Sp-2J>,Pax3<Sp-3J>,Pax3<Sp-4H>,Pax3<Sp-5H>,Pax3<Sp-6H>,Pax3<Sp-7H>,Pax3<Sp-d>,Pax3<Sp-J>,Pax3<Sp-Nag>,Pax3<tm1.1(cre/ERT2)Lepr>,Pax3<tm1.1Sjc>,Pax3<tm1.2Sjc>,Pax3<tm1Buck>,Pax3<tm1(cre)Joe>,Pax3<tm1(FOXO1A)Gcg>,Pax3<tm1Mrc>,Pax3<tm1Pgr>,Pax3<tm1Sjc>,Pax3<tm2.1Joe>,Pax3<tm2.1(PAX3/FOXO1A)Buck>,Pax3<tm2Joe>,Pax3<tm2(PAX3/FOXO1A)Buck>,Pax3<tm3.1(Pax7)Buck>,Pax3<tm3(Pax7)Buck>,Pax3<tm4Buck>,Pax3<tm5.1Buck>,Pax3<tm5Buck>,Pax3<tm6.1(Pax8)Buck>,Pax3<tm6.2Buck>,Pax3<tm6(Pax8)Buck>,Pax3<tm7(Notch1*)Buck>	MGI:97487	MP:0005376 MP:0005384 MP:0005369 MP:0005382 MP:0005378 MP:0010771 MP:0005379 MP:0005386 MP:0005370 MP:0005388 MP:0005387 MP:0005390 MP:0005381 MP:0005371 MP:0005377 MP:0003631 MP:0005391 MP:0005385 MP:0005397 MP:0002873 MP:0010768 MP:0001186 MP:0002006 MP:0005380	pigmentation phenotype,neoplasm,normal phenotype,nervous system phenotype,muscle phenotype,liver/biliary system phenotype,limbs/digits/tail phenotype,homeostasis/metabolism phenotype,hearing/vestibular/ear phenotype,growth/size/body region phenotype,endocrine/exocrine gland phenotype,embryo phenotype,digestive/alimentary phenotype,craniofacial phenotype,cellular phenotype,cardiovascular system phenotype,behavior/neurological phenotype,immune system phenotype,respiratory system phenotype,skeleton phenotype,vision/eye phenotype,hematopoietic system phenotype,mortality/aging,integument phenotype
14718	PAX4	Pax4	n				Pax4<tm1.1Aman>,Pax4<tm1a(EUCOMM)Hmgu>,Pax4<tm1b(EUCOMM)Hmgu>,Pax4<tm1(cre/ERT2)Sosa>,Pax4<tm1Pgr>	MGI:97488	MP:0005376 MP:0005379 MP:0002873 MP:0010768 MP:0005378	normal phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,endocrine/exocrine gland phenotype,mortality/aging
14719	PAX5	Pax5	n				Pax5<m1Anu>,Pax5<m1Btlr>,Pax5<m2Btlr>,Pax5<m3Btlr>,Pax5<tm1a(EUCOMM)Wtsi>,Pax5<tm1b(EUCOMM)Wtsi>,Pax5<tm1Mbu>,Pax5<tm3.1Mbu>,Pax5<tm3Mbu>,Pax5<tm4(CD2*)Mbu>,Pax5<tm5Mbu>,Pax5<tm6.1Mbu>	MGI:97489	MP:0002006 MP:0005397 MP:0010768 MP:0002873 MP:0005386 MP:0005390 MP:0005387 MP:0003631 MP:0005378 MP:0005384 MP:0005382	neoplasm,normal phenotype,nervous system phenotype,growth/size/body region phenotype,craniofacial phenotype,cellular phenotype,behavior/neurological phenotype,immune system phenotype,skeleton phenotype,hematopoietic system phenotype,mortality/aging
14720	PAX6	Pax6	y	aniridia	DOID:12271	OMIM:106210	Pax6<10Neu>,Pax6<132-14Neu>,Pax6<1Jrt>,Pax6<2Neu>,Pax6<3Neu>,Pax6<4Neu>,Pax6<5Neu>,Pax6<6Neu>,Pax6<7Neu>,Pax6<8Neu>,Pax6<9Neu>,Pax6<ADD4802>,Pax6<Aey80>,Pax6<Coop>,Pax6<Leca1>,Pax6<Leca2>,Pax6<Leca3>,Pax6<Leca4>,Pax6<m1Lsli>,Pax6<Mhdaaey11>,Pax6<Mhdaaey18>,Pax6<Rgsc123>,Pax6<Rgsc20>,Pax6<Rgsc242>,Pax6<Sey>,Pax6<Sey-2H>,Pax6<Sey-3H>,Pax6<Sey-4H>,Pax6<Sey-Dey>,Pax6<Sey-H>,Pax6<Sey-Neu>,Pax6<tm1.1Ued>,Pax6<tm1.1Xzh>,Pax6<tm1.1Zkoz>,Pax6<tm1.2Xzh>,Pax6<tm1Gfs>,Pax6<tm1Lan>,Pax6<tm1Pgr>,Pax6<tm1Ued>,Pax6<tm2.1(Pax6_i5a,Pax2)Xzh>,Pax6<tm2(Pax6_i5a,Pax2)Xzh>,Pax6<tm2Pgr>	MGI:97490	MP:0002006 MP:0001186 MP:0002873 MP:0010768 MP:0005389 MP:0005385 MP:0005386 MP:0005388 MP:0005380 MP:0005390 MP:0005387 MP:0005391 MP:0005382 MP:0003631 MP:0005377 MP:0005381 MP:0005369 MP:0005379 MP:0005394 MP:0010771 MP:0005378 MP:0005384 MP:0005376	pigmentation phenotype,neoplasm,normal phenotype,nervous system phenotype,muscle phenotype,homeostasis/metabolism phenotype,hearing/vestibular/ear phenotype,growth/size/body region phenotype,endocrine/exocrine gland phenotype,embryo phenotype,digestive/alimentary phenotype,craniofacial phenotype,cellular phenotype,cardiovascular system phenotype,behavior/neurological phenotype,immune system phenotype,respiratory system phenotype,reproductive system phenotype,skeleton phenotype,vision/eye phenotype,taste/olfaction phenotype,mortality/aging,integument phenotype
14721	PAX7	Pax7	n				Pax7<tm1.1Fan>,Pax7<tm1.1(HBEGF)Mal>,Pax7<tm1.1(KOMP)Vlcg>,Pax7<tm1.1(rtTA)Sjl>,Pax7<tm1.1Tajb>,Pax7<tm1.1Thbr>,Pax7<tm1.2Fan>,Pax7<tm1.2Tajb>,Pax7<tm1(cre/ERT2)Gaka>,Pax7<tm1(cre/Esr1*)Cklr>,Pax7<tm1(cre)Mrc>,Pax7<tm1(KOMP)Vlcg>,Pax7<tm1Pgr>,Pax7<tm1Tajb>,Pax7<tm2.1(cre/ERT2)Fan>,Pax7<tm2Pgr>,Pax7<tm2Tajb>	MGI:97491	MP:0005378 MP:0005379 MP:0005369 MP:0005382 MP:0005384 MP:0005390 MP:0005388 MP:0005386 MP:0005397 MP:0010768 MP:0002873 MP:0002006 MP:0005381 MP:0005391 MP:0005387	neoplasm,normal phenotype,muscle phenotype,growth/size/body region phenotype,endocrine/exocrine gland phenotype,digestive/alimentary phenotype,craniofacial phenotype,cellular phenotype,behavior/neurological phenotype,immune system phenotype,respiratory system phenotype,skeleton phenotype,vision/eye phenotype,hematopoietic system phenotype,mortality/aging
14722	PAX8	Pax8	n				Pax8<tm1.1(cre)Mbu>,Pax8<tm1(cre)Mbu>,Pax8<tm1Pgr>,Pax8<tm1Rdl>	MGI:97492	MP:0005379 MP:0005378 MP:0005382 MP:0005367 MP:0005390 MP:0005376 MP:0005384 MP:0005386 MP:0005380 MP:0005385 MP:0005389 MP:0010768 MP:0005391 MP:0005371 MP:0005377 MP:0003631	nervous system phenotype,renal/urinary system phenotype,limbs/digits/tail phenotype,homeostasis/metabolism phenotype,hearing/vestibular/ear phenotype,growth/size/body region phenotype,endocrine/exocrine gland phenotype,embryo phenotype,craniofacial phenotype,cellular phenotype,cardiovascular system phenotype,behavior/neurological phenotype,reproductive system phenotype,skeleton phenotype,vision/eye phenotype,mortality/aging
14723	PAX9	Pax9	y	tooth agenesis	DOID:0050591	OMIM:106600;OMIM:150400;OMIM:313500;OMIM:602639;OMIM:604625;OMIM:610926	Pax9<em1(cre/ERT2)Ychai>,Pax9<tm1.1Hpt>,Pax9<tm1.1(Osr2)Jian>,Pax9<tm1.2(Osr2)Jian>,Pax9<tm1.3(Osr2)Jian>,Pax9<tm1Hpt>,Pax9<tm1(Osr2)Jian>,Pax9<tm1Rbal>	MGI:97493	MP:0005379 MP:0005378 MP:0005382 MP:0005369 MP:0005381 MP:0005377 MP:0005371 MP:0005397 MP:0010768 MP:0002873 MP:0005388 MP:0005386 MP:0005380 MP:0005390 MP:0005387	normal phenotype,muscle phenotype,limbs/digits/tail phenotype,hearing/vestibular/ear phenotype,growth/size/body region phenotype,endocrine/exocrine gland phenotype,embryo phenotype,digestive/alimentary phenotype,craniofacial phenotype,behavior/neurological phenotype,immune system phenotype,respiratory system phenotype,skeleton phenotype,hematopoietic system phenotype,mortality/aging
14724	PAXBP1	Paxbp1	n					MGI:1914617		
14725	PAXIP1	Paxip1	n				Paxip1<L5Jcs36>,Paxip1<L5Jcs4>,Paxip1<tm1.1Jada>,Paxip1<tm1Gdr>,Paxip1<tm2Gdr>	MGI:1890430	MP:0005380 MP:0002873 MP:0010768 MP:0005385 MP:0010771 MP:0005378 MP:0005384 MP:0005376	normal phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,embryo phenotype,cellular phenotype,cardiovascular system phenotype,mortality/aging,integument phenotype
14726	PAXX	Paxx	n				Paxx<em1(IMPC)Mbp>,Paxx<em1Spj>,Paxx<tm1.1Shzh>	MGI:2442831	MP:0005376 MP:0005384 MP:0005378 MP:0005379 MP:0005387 MP:0003631 MP:0005397 MP:0010768 MP:0005380	nervous system phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,endocrine/exocrine gland phenotype,embryo phenotype,cellular phenotype,immune system phenotype,hematopoietic system phenotype,mortality/aging
14727	PBDC1	Pbdc1	n					MGI:1914933		
14728	PBK	Pbk	n				Pbk<Gt(OST303739)Lex>,Pbk<tm1Zgdo>	MGI:1289156	MP:0010771 MP:0005387	immune system phenotype,integument phenotype
14729	PBLD	Pbld1	n					MGI:1915621		
14730	PBRM1	Pbrm1	n				Pbrm1<MommeD27>,Pbrm1<tm1a(EUCOMM)Wtsi>,Pbrm1<tm1b(EUCOMM)Wtsi>,Pbrm1<tm1c(EUCOMM)Wtsi>,Pbrm1<tm1Rtj>,Pbrm1<tm1Zhwa>	MGI:1923998	MP:0005387 MP:0010768 MP:0005397 MP:0005385 MP:0005370 MP:0005388 MP:0005380	liver/biliary system phenotype,embryo phenotype,cardiovascular system phenotype,immune system phenotype,respiratory system phenotype,hematopoietic system phenotype,mortality/aging
14731	PBX1	Pbx1	n				Pbx1<tm1.1Febe>,Pbx1<tm1.1Koss>,Pbx1<tm1.2Koss>,Pbx1<tm1Koss>,Pbx1<tm1Mlc>,Pbx1<tm2.1Mlc>,Pbx1<tm2Mlc>,Pbx1<tm3.1Mlc>	MGI:97495	MP:0010771 MP:0005378 MP:0005379 MP:0005369 MP:0005382 MP:0005384 MP:0005387 MP:0005376 MP:0005367 MP:0005390 MP:0005380 MP:0005386 MP:0005388 MP:0005370 MP:0010768 MP:0002873 MP:0005389 MP:0005397 MP:0005385 MP:0005377 MP:0005371 MP:0005381	normal phenotype,renal/urinary system phenotype,muscle phenotype,liver/biliary system phenotype,limbs/digits/tail phenotype,homeostasis/metabolism phenotype,hearing/vestibular/ear phenotype,growth/size/body region phenotype,endocrine/exocrine gland phenotype,embryo phenotype,digestive/alimentary phenotype,craniofacial phenotype,cellular phenotype,cardiovascular system phenotype,behavior/neurological phenotype,immune system phenotype,respiratory system phenotype,reproductive system phenotype,skeleton phenotype,hematopoietic system phenotype,mortality/aging,integument phenotype
14732	PBX2	Pbx2	n				Pbx2<tm1(EGFP/cre/ERT2)Wtsi>,Pbx2<tm1Mlc>	MGI:1341793	MP:0005378 MP:0005376 MP:0005384 MP:0005382 MP:0005381 MP:0005397 MP:0002873 MP:0010768 MP:0005388 MP:0005390 MP:0005387	normal phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,digestive/alimentary phenotype,craniofacial phenotype,cellular phenotype,immune system phenotype,respiratory system phenotype,skeleton phenotype,hematopoietic system phenotype,mortality/aging
14733	PBX3	Pbx3	n				Pbx3<tm1.1Og>,Pbx3<tm1a(EUCOMM)Wtsi>,Pbx3<tm1b(EUCOMM)Wtsi>,Pbx3<tm1(EGFP/cre/ERT2)Wtsi>,Pbx3<tm1Mlc>,Pbx3<tm1Og>	MGI:97496	MP:0005376 MP:0005384 MP:0005382 MP:0005378 MP:0010771 MP:0005379 MP:0005375 MP:0005388 MP:0005386 MP:0005390 MP:0005381 MP:0003631 MP:0005385 MP:0005389 MP:0010768	nervous system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,endocrine/exocrine gland phenotype,digestive/alimentary phenotype,craniofacial phenotype,cellular phenotype,cardiovascular system phenotype,behavior/neurological phenotype,respiratory system phenotype,reproductive system phenotype,skeleton phenotype,mortality/aging,integument phenotype
14734	PBX4	Pbx4	n					MGI:1931321		
14735	PBXIP1	Pbxip1	n					MGI:2441670		
14736	PC	Pcx	n				Pcx<tm1a(EUCOMM)Wtsi>,Pcx<tm1b(EUCOMM)Wtsi>	MGI:97520	MP:0005378 MP:0010768 MP:0005385	growth/size/body region phenotype,cardiovascular system phenotype,mortality/aging
14737	PCARE	Pcare	y	retinitis pigmentosa 54	DOID:0110364	OMIM:613428	Pcare<tm1Kpal>	MGI:2385061	MP:0005397 MP:0001186 MP:0003631 MP:0005391 MP:0005387 MP:0005384	pigmentation phenotype,nervous system phenotype,cellular phenotype,immune system phenotype,vision/eye phenotype,hematopoietic system phenotype
14738	PCBD1	Pcbd1	n				Pcbd1<tm1Grc>	MGI:94873	MP:0005367 MP:0005391 MP:0001186 MP:0005376 MP:0010771	pigmentation phenotype,renal/urinary system phenotype,homeostasis/metabolism phenotype,vision/eye phenotype,integument phenotype
14739	PCBD2	Pcbd2	n					MGI:1919812		
14740	PCBP1	Pcbp1	n				Pcbp1<em2Salr>,Pcbp1<em6Salr>,Pcbp1<tm1.1Ccp>	MGI:1345635	MP:0005378 MP:0010768	growth/size/body region phenotype,mortality/aging
14741	PCBP2	Pcbp2	n				Pcbp2<tm1.1(KOMP)Mbp>,Pcbp2<tm1.1Salr>,Pcbp2<tm1.2Salr>,Pcbp2<tm1(KOMP)Mbp>	MGI:108202	MP:0005385 MP:0005397 MP:0010768 MP:0002873 MP:0005378 MP:0005376	normal phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,cardiovascular system phenotype,hematopoietic system phenotype,mortality/aging
14742	PCBP3	Pcbp3	n					MGI:1890470		
14743	PCBP4	Pcbp4	n				Pcbp4<Gt(D136D11)Wrst>	MGI:1890471	MP:0005367 MP:0005388 MP:0002006 MP:0005384 MP:0005378	neoplasm,renal/urinary system phenotype,growth/size/body region phenotype,cellular phenotype,respiratory system phenotype
14744	PCCA	Pcca	n				Pcca<tm1Tmiy>	MGI:97499	MP:0005386 MP:0005370 MP:0010768 MP:0005367 MP:0005376 MP:0010771	renal/urinary system phenotype,liver/biliary system phenotype,homeostasis/metabolism phenotype,behavior/neurological phenotype,mortality/aging,integument phenotype
14745	PCCB	Pccb	n				Pccb<tm1.1(KOMP)Vlcg>,Pccb<tm1(KOMP)Vlcg>	MGI:1914154	MP:0010768	mortality/aging
14746	PCDH1	Pcdh1	n				Pcdh1<em1(IMPC)Wtsi>	MGI:104692		
14747	PCDH10	Pcdh10	n				Pcdh10<tm1Lex>	MGI:1338042	MP:0003631 MP:0010768 MP:0005378	nervous system phenotype,growth/size/body region phenotype,mortality/aging
14748	PCDH11X	Pcdh11x	n					MGI:2442849		
14749	PCDH12	Pcdh12	n				Pcdh12<em1(IMPC)J>,Pcdh12<tm1Hub>,Pcdh12<tm1Lex>	MGI:1855700	MP:0002873 MP:0005391	normal phenotype,vision/eye phenotype
14750	PCDH15	Pcdh15	n				Pcdh15<av>,Pcdh15<av-2J>,Pcdh15<av-3J>,Pcdh15<av-5J>,Pcdh15<av-6J>,Pcdh15<av-J>,Pcdh15<av-Jfb>,Pcdh15<av-Tg2742Rpw>,Pcdh15<em1(IMPC)Wtsi>,Pcdh15<m1Btlr>,Pcdh15<m2Btlr>,Pcdh15<m3Btlr>,Pcdh15<m4Btlr>,Pcdh15<m5Btlr>,Pcdh15<roda>,Pcdh15<tm1.1Mll>,Pcdh15<tm1.1Ugds>,Pcdh15<tm2.1Mll>,Pcdh15<tm3.1Mll>	MGI:1891428	MP:0005386 MP:0002873 MP:0005377 MP:0003631 MP:0005378 MP:0005369 MP:0005384	normal phenotype,nervous system phenotype,muscle phenotype,hearing/vestibular/ear phenotype,growth/size/body region phenotype,cellular phenotype,behavior/neurological phenotype
14751	PCDH17	Pcdh17	n				Pcdh17<tm1.1Sia>,Pcdh17<tm1Ltm>	MGI:2684924	MP:0003631 MP:0005386	nervous system phenotype,behavior/neurological phenotype
14752	PCDH18	Pcdh18	n				Pcdh18<tm1.1(KOMP)Vlcg>,Pcdh18<tm1(KOMP)Vlcg>	MGI:1920423	MP:0005376 MP:0005375 MP:0005378 MP:0005386 MP:0005390 MP:0005391 MP:0005371 MP:0005385	limbs/digits/tail phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,cardiovascular system phenotype,behavior/neurological phenotype,skeleton phenotype,vision/eye phenotype
14753	PCDH19	Pcdh19	n				Pcdh19<em1Pqt>,Pcdh19<tm1Tac>	MGI:2685563	MP:0005384 MP:0003631	nervous system phenotype,cellular phenotype
14754	PCDH20	Pcdh20	n				Pcdh20<em1(IMPC)H>	MGI:2443376		
14755	PCDH7	Pcdh7	n					MGI:1860487		
14756	PCDH8	Pcdh8	n				Pcdh8<tm1Emdr>	MGI:1306800	MP:0002873	normal phenotype
14757	PCDH9	Pcdh9	n				Pcdh9<tm1.1(KOMP)Vlcg>,Pcdh9<tm1(KOMP)Vlcg>,Pcdh9<tm1Mjhk>	MGI:1306801	MP:0003631 MP:0005386	nervous system phenotype,behavior/neurological phenotype
14758	PCDHA1	Pcdha1	n				Pcdha1<tm1Mrc>	MGI:2150982	MP:0002873	normal phenotype
14759	PCDHA10	Pcdha9	n				Pcdha9<b2b635.1Clo>,Pcdha9<em1Clo>	MGI:2447322	MP:0005385	cardiovascular system phenotype
14760	PCDHA11	Pcdha11	n					MGI:1298372		
14761	PCDHA12	Pcdha10	n					MGI:1298408		
